content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
"ujung ujungnya jualan aplikasi. tolong driver jaklingko gk ada yang rekom, spertinya lebih baik driver kopaja, lbih mnghargai penumpang, bukankah jaklingko untuk mlayani masyarakat walopun gratis, kita naik jaklingko memng gratis tp bukan berarti pelayanannya seenaknya sendri, ugal ugalan, tak ramah, sering tidak mau naikan penumpang!! jadilh orng indonesia yang baik, melayani dengan ikhlas. !!",1,5,1.5,2022-10-21 01:45:48,"Halo kak Andi Kris, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call center: 021-30200111 WhatsApp :081260001440",2024-03-02 15:33:47,"['ujung', 'ujungnya', 'jualan', 'aplikasi', '.', 'tolong', 'driver', 'jaklingko', 'gk', 'ada', 'yang', 'rekom', ',', 'spertinya', 'lebih', 'baik', 'driver', 'kopaja', ',', 'lbih', 'mnghargai', 'penumpang', ',', 'bukankah', 'jaklingko', 'untuk', 'mlayani', 'masyarakat', 'walopun', 'gratis', ',', 'kita', 'naik', 'jaklingko', 'memng', 'gratis', 'tp', 'bukan', 'berarti', 'pelayanannya', 'seenaknya', 'sendri', ',', 'ugal', 'ugalan', ',', 'tak', 'ramah', ',', 'sering', 'tidak', 'mau', 'naikan', 'penumpang', '!', '!', 'jadilh', 'orng', 'indonesia', 'yang', 'baik', ',', 'melayani', 'dengan', 'ikhlas', '.', '!', '!']","['ujung', 'ujungnya', 'jualan', 'aplikasi', 'tolong', 'driver', 'jaklingko', 'rekom', 'spertinya', 'driver', 'kopaja', 'lbih', 'mnghargai', 'penumpang', 'jaklingko', 'mlayani', 'masyarakat', 'walopun', 'gratis', 'jaklingko', 'memng', 'gratis', 'pelayanannya', 'sendri', 'ugal', 'ugalan', 'ramah', 'naikan', 'penumpang', '!', '!', 'jadilh', 'orng', 'indonesia', 'melayani', 'ikhlas', '!', '!']","['ujung', 'ujung', 'jual', 'aplikasi', 'tolong', 'driver', 'jaklingko', 'rekom', 'spertinya', 'driver', 'kopaja', 'lbih', 'mnghargai', 'tumpang', 'jaklingko', 'mlayani', 'masyarakat', 'walopun', 'gratis', 'jaklingko', 'memng', 'gratis', 'layan', 'sendri', 'ugal', 'ugalan', 'ramah', 'naik', 'tumpang', '', '', 'jadilh', 'orng', 'indonesia', 'layan', 'ikhlas', '', '']",ujung ujung jual aplikasi tolong driver jaklingko rekom spertinya driver kopaja lbih mnghargai tumpang jaklingko mlayani masyarakat walopun gratis jaklingko memng gratis layan sendri ugal ugalan ramah naik tumpang   jadilh orng indonesia layan ikhlas  
"apk ga guna liat jadwal tj ga ada buat apa di pake ini apk, mending di buang aja ga usah pada download sayang kuota elu pada",1,0,,2022-10-19 12:39:17,"Halo kak Eko Prasetyo, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call center: 021-30200111 WhatsApp :081260001440",2024-03-02 15:35:52,"['apk', 'ga', 'guna', 'liat', 'jadwal', 'tj', 'ga', 'ada', 'buat', 'apa', 'di', 'pake', 'ini', 'apk', ',', 'mending', 'di', 'buang', 'aja', 'ga', 'usah', 'pada', 'download', 'sayang', 'kuota', 'elu', 'pada']","['apk', 'liat', 'jadwal', 'tj', 'pake', 'apk', 'mending', 'buang', 'download', 'sayang', 'kuota', 'elu']","['apk', 'liat', 'jadwal', 'tj', 'pake', 'apk', 'mending', 'buang', 'download', 'sayang', 'kuota', 'elu']",apk liat jadwal tj pake apk mending buang download sayang kuota elu
jaklingko 45 raguan-lebak bulus jam operasionalnya sudah sesuai dengan jam operasional transjakarta jam 05.00 sebaliknya jaklingko yang dari lebak bulus jam 05.30 kadang jam.05 40 sebenarnnya jam berapa jam operasionalnya jaklingko? bukankah mengikuti jam operasionalnya transjakarta? klu kita mau ke ragunan harus menunggu jaklingko yang dari ragunan ke lebak bulus? jadi kami minta pihak yang mengatur jadwal jaklingko tolong disesuaikan dengan jam opersioanalya transjakarta.,4,0,,2022-10-19 09:42:34,,,"['jaklingko', '45', 'raguan-lebak', 'bulus', 'jam', 'operasionalnya', 'sudah', 'sesuai', 'dengan', 'jam', 'operasional', 'transjakarta', 'jam', '05.00', 'sebaliknya', 'jaklingko', 'yang', 'dari', 'lebak', 'bulus', 'jam', '05.30', 'kadang', 'jam.05', '40', 'sebenarnnya', 'jam', 'berapa', 'jam', 'operasionalnya', 'jaklingko', '?', 'bukankah', 'mengikuti', 'jam', 'operasionalnya', 'transjakarta', '?', 'klu', 'kita', 'mau', 'ke', 'ragunan', 'harus', 'menunggu', 'jaklingko', 'yang', 'dari', 'ragunan', 'ke', 'lebak', 'bulus', '?', 'jadi', 'kami', 'minta', 'pihak', 'yang', 'mengatur', 'jadwal', 'jaklingko', 'tolong', 'disesuaikan', 'dengan', 'jam', 'opersioanalya', 'transjakarta', '.']","['jaklingko', '45', 'raguan-lebak', 'bulus', 'jam', 'operasionalnya', 'sesuai', 'jam', 'operasional', 'transjakarta', 'jam', '05.00', 'jaklingko', 'lebak', 'bulus', 'jam', '05.30', 'kadang', 'jam.05', '40', 'sebenarnnya', 'jam', 'jam', 'operasionalnya', 'jaklingko', '?', 'mengikuti', 'jam', 'operasionalnya', 'transjakarta', '?', 'klu', 'ragunan', 'menunggu', 'jaklingko', 'ragunan', 'lebak', 'bulus', '?', 'mengatur', 'jadwal', 'jaklingko', 'tolong', 'disesuaikan', 'jam', 'opersioanalya', 'transjakarta']","['jaklingko', '45', 'raguan-lebak', 'bulus', 'jam', 'operasional', 'sesuai', 'jam', 'operasional', 'transjakarta', 'jam', '05 00', 'jaklingko', 'lebak', 'bulus', 'jam', '05 30', 'kadang', 'jam 05', '40', 'sebenarnnya', 'jam', 'jam', 'operasional', 'jaklingko', '', 'ikut', 'jam', 'operasional', 'transjakarta', '', 'klu', 'ragunan', 'tunggu', 'jaklingko', 'ragunan', 'lebak', 'bulus', '', 'atur', 'jadwal', 'jaklingko', 'tolong', 'sesuai', 'jam', 'opersioanalya', 'transjakarta']",jaklingko 45 raguan-lebak bulus jam operasional sesuai jam operasional transjakarta jam 05 00 jaklingko lebak bulus jam 05 30 kadang jam 05 40 sebenarnnya jam jam operasional jaklingko  ikut jam operasional transjakarta  klu ragunan tunggu jaklingko ragunan lebak bulus  atur jadwal jaklingko tolong sesuai jam opersioanalya transjakarta
amneh bamnget jaklimko mendingan jak mania👆👆👆👆👆,1,0,,2022-10-17 13:36:35,"Halo Kak Aryo Walbarod, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-09 15:19:10,"['amneh', 'bamnget', 'jaklimko', 'mendingan', 'jak', 'mania👆👆👆👆👆']","['amneh', 'bamnget', 'jaklimko', 'mendingan', 'jak', 'mania👆👆👆👆👆']","['amneh', 'bamnget', 'jaklimko', 'mending', 'jak', 'mania']",amneh bamnget jaklimko mending jak mania
semoga seiring betjalnnya waktu semakin lama semakin baik,5,0,1.5,2022-10-17 04:49:23,,,"['semoga', 'seiring', 'betjalnnya', 'waktu', 'semakin', 'lama', 'semakin', 'baik']","['semoga', 'seiring', 'betjalnnya']","['moga', 'iring', 'betjalnnya']",moga iring betjalnnya
"baru tahu ada aplikasi gini, jadi gak bingung naik tj atau mrt arah apanya:""))",5,0,1.5,2022-10-14 00:32:50,,,"['baru', 'tahu', 'ada', 'aplikasi', 'gini', ',', 'jadi', 'gak', 'bingung', 'naik', 'tj', 'atau', 'mrt', 'arah', 'apanya', ':', ""''"", ')', ')']","['aplikasi', 'gini', 'bingung', 'tj', 'mrt', 'arah', 'apanya', ':', ""''"", ')', ')']","['aplikasi', 'gin', 'bingung', 'tj', 'mrt', 'arah', 'apa', '', '', '', '']",aplikasi gin bingung tj mrt arah apa    
tidak berguna!,1,0,,2022-10-13 23:59:58,"Halo kak Santi Dina terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care melalui WhatsApp : 081260001440.",2024-03-16 15:07:00,"['tidak', 'berguna', '!']","['berguna', '!']","['guna', '']",guna 
"tidak bisa mengaktifkan akun yang sudah dinonaltifkan nomernya, tidak bisa ganti kartu jaklingko, ribet, ngechat cs nya gak dijawab.....",1,0,1.5,2022-10-13 02:08:02,"Halo kak Prince Yadhi Purnama Official terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care melalui WhatsApp : 081260001440.",2024-03-07 13:40:14,"['tidak', 'bisa', 'mengaktifkan', 'akun', 'yang', 'sudah', 'dinonaltifkan', 'nomernya', ',', 'tidak', 'bisa', 'ganti', 'kartu', 'jaklingko', ',', 'ribet', ',', 'ngechat', 'cs', 'nya', 'gak', 'dijawab', '.....']","['mengaktifkan', 'akun', 'dinonaltifkan', 'nomernya', 'ganti', 'kartu', 'jaklingko', 'ribet', 'ngechat', 'cs', '.....']","['aktif', 'akun', 'dinonaltifkan', 'nomernya', 'ganti', 'kartu', 'jaklingko', 'ribet', 'ngechat', 'cs', '']",aktif akun dinonaltifkan nomernya ganti kartu jaklingko ribet ngechat cs 
"saya pakai aplikasi ini, tapi ketika tap in lama sekali, bahkan pernah ga bisa,padahal saldo sudah terpotong, kedua ketika tap out qr tidak valid.",2,5,1.5,2022-10-12 09:02:46,"Halo kak Sur Yani terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care melalui WhatsApp : 081260001440.",2024-03-07 13:51:08,"['saya', 'pakai', 'aplikasi', 'ini', ',', 'tapi', 'ketika', 'tap', 'in', 'lama', 'sekali', ',', 'bahkan', 'pernah', 'ga', 'bisa', ',', 'padahal', 'saldo', 'sudah', 'terpotong', ',', 'kedua', 'ketika', 'tap', 'out', 'qr', 'tidak', 'valid', '.']","['pakai', 'aplikasi', 'tap', 'saldo', 'terpotong', 'tap', 'out', 'qr', 'valid']","['pakai', 'aplikasi', 'tap', 'saldo', 'potong', 'tap', 'out', 'qr', 'valid']",pakai aplikasi tap saldo potong tap out qr valid
mau minta tolong dong semoga anda anda baca ini......kenapa setiap saya tap in kena potong pas tap out pun kena potong jg atau emng sekarang biaya untuk naek transjakarta jadi double ya ? karena saya tanya petugas di halte saya turun cuma di suruh komplain ke sini,1,0,,2022-10-11 15:33:10,"Halo kak Setiawan Tanto terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care melalui WhatsApp : 081260001440.",2024-03-07 13:52:23,"['mau', 'minta', 'tolong', 'dong', 'semoga', 'anda', 'anda', 'baca', 'ini', '......', 'kenapa', 'setiap', 'saya', 'tap', 'in', 'kena', 'potong', 'pas', 'tap', 'out', 'pun', 'kena', 'potong', 'jg', 'atau', 'emng', 'sekarang', 'biaya', 'untuk', 'naek', 'transjakarta', 'jadi', 'double', 'ya', '?', 'karena', 'saya', 'tanya', 'petugas', 'di', 'halte', 'saya', 'turun', 'cuma', 'di', 'suruh', 'komplain', 'ke', 'sini']","['tolong', 'semoga', 'baca', '......', 'tap', 'kena', 'potong', 'pas', 'tap', 'out', 'kena', 'potong', 'jg', 'emng', 'biaya', 'naek', 'transjakarta', 'double', '?', 'petugas', 'halte', 'turun', 'suruh', 'komplain']","['tolong', 'moga', 'baca', '', 'tap', 'kena', 'potong', 'pas', 'tap', 'out', 'kena', 'potong', 'jg', 'emng', 'biaya', 'naek', 'transjakarta', 'double', '', 'tugas', 'halte', 'turun', 'suruh', 'komplain']",tolong moga baca  tap kena potong pas tap out kena potong jg emng biaya naek transjakarta double  tugas halte turun suruh komplain
"payment tiket lewat aplikasi ini harus extra sabar, payment berhasil tiket tidak terbit... apa aplikasi ini belum siap? pilihan ewallet nya juga hanya 1 yaitu fello & payment qris. sungguh menyedihkan",1,0,1.5,2022-10-11 14:05:00,"Halo kak Abdul, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call Center : 021-30200111 WhatsApp : 081260001440",2024-02-29 14:51:19,"['payment', 'tiket', 'lewat', 'aplikasi', 'ini', 'harus', 'extra', 'sabar', ',', 'payment', 'berhasil', 'tiket', 'tidak', 'terbit', '...', 'apa', 'aplikasi', 'ini', 'belum', 'siap', '?', 'pilihan', 'ewallet', 'nya', 'juga', 'hanya', '1', 'yaitu', 'fello', '&', 'payment', 'qris', '.', 'sungguh', 'menyedihkan']","['payment', 'tiket', 'aplikasi', 'extra', 'sabar', 'payment', 'berhasil', 'tiket', 'terbit', '...', 'aplikasi', '?', 'pilihan', 'ewallet', 'fello', '&', 'payment', 'qris', 'sungguh', 'menyedihkan']","['payment', 'tiket', 'aplikasi', 'extra', 'sabar', 'payment', 'hasil', 'tiket', 'terbit', '', 'aplikasi', '', 'pilih', 'ewallet', 'fello', '', 'payment', 'qris', 'sungguh', 'sedih']",payment tiket aplikasi extra sabar payment hasil tiket terbit  aplikasi  pilih ewallet fello  payment qris sungguh sedih
"amit amit ,ada ya aplikasi seburuk ini ,masa iya ngga mampu baya dev buat benerin nih aplikasi",1,1,1.5,2022-10-11 01:38:16,"Halo kak R Wibowo terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care melalui WhatsApp : 081260001440.",2024-03-16 15:10:09,"['amit', 'amit', ',', 'ada', 'ya', 'aplikasi', 'seburuk', 'ini', ',', 'masa', 'iya', 'ngga', 'mampu', 'baya', 'dev', 'buat', 'benerin', 'nih', 'aplikasi']","['amit', 'amit', 'aplikasi', 'seburuk', 'iya', 'ngga', 'baya', 'dev', 'benerin', 'nih', 'aplikasi']","['amit', 'amit', 'aplikasi', 'buruk', 'iya', 'ngga', 'baya', 'dev', 'benerin', 'nih', 'aplikasi']",amit amit aplikasi buruk iya ngga baya dev benerin nih aplikasi
bagus dan keren,5,0,1.5,2022-10-09 10:22:27,,,"['bagus', 'dan', 'keren']","['bagus', 'keren']","['bagus', 'keren']",bagus keren
good,5,0,1.5,2022-10-09 06:03:19,,,['good'],['good'],['good'],good
"saya sangat kecewa dan dirugikan dgn peraturan tranjakarta 1a tujuan balai kota pantai maju skrg masa saldo saya sudah dipotong tdk boleh naik dg alasan saldo saya tdk cukup kata drivernya, padahal sisa saldo saya 1500 seblum dipotong ada 5000 .",1,1,1.5,2022-10-08 05:47:04,"Halo Kak Uswandi 12, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-08 15:04:26,"['saya', 'sangat', 'kecewa', 'dan', 'dirugikan', 'dgn', 'peraturan', 'tranjakarta', '1a', 'tujuan', 'balai', 'kota', 'pantai', 'maju', 'skrg', 'masa', 'saldo', 'saya', 'sudah', 'dipotong', 'tdk', 'boleh', 'naik', 'dg', 'alasan', 'saldo', 'saya', 'tdk', 'cukup', 'kata', 'drivernya', ',', 'padahal', 'sisa', 'saldo', 'saya', '1500', 'seblum', 'dipotong', 'ada', '5000', '.']","['kecewa', 'dirugikan', 'dgn', 'peraturan', 'tranjakarta', '1a', 'tujuan', 'balai', 'kota', 'pantai', 'maju', 'skrg', 'saldo', 'dipotong', 'tdk', 'dg', 'alasan', 'saldo', 'tdk', 'drivernya', 'sisa', 'saldo', '1500', 'seblum', 'dipotong', '5000']","['kecewa', 'rugi', 'dgn', 'atur', 'tranjakarta', '1a', 'tuju', 'balai', 'kota', 'pantai', 'maju', 'skrg', 'saldo', 'potong', 'tdk', 'dg', 'alas', 'saldo', 'tdk', 'drivernya', 'sisa', 'saldo', '1500', 'seblum', 'potong', '5000']",kecewa rugi dgn atur tranjakarta 1a tuju balai kota pantai maju skrg saldo potong tdk dg alas saldo tdk drivernya sisa saldo 1500 seblum potong 5000
fello untuk apa sih? tidak ada penjelasannya. apa manfaatnya aplikasi ini kalau ujung-ujungnya tetap pakai kartu? benar-benar ribet.,1,0,1.5,2022-10-07 10:27:35,"Halo kak ASTRATEGIST8, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuannya menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440",2024-03-06 13:33:54,"['fello', 'untuk', 'apa', 'sih', '?', 'tidak', 'ada', 'penjelasannya', '.', 'apa', 'manfaatnya', 'aplikasi', 'ini', 'kalau', 'ujung-ujungnya', 'tetap', 'pakai', 'kartu', '?', 'benar-benar', 'ribet', '.']","['fello', '?', 'penjelasannya', 'manfaatnya', 'aplikasi', 'ujung-ujungnya', 'pakai', 'kartu', '?', 'benar-benar', 'ribet']","['fello', '', 'jelas', 'manfaat', 'aplikasi', 'ujung', 'pakai', 'kartu', '', 'benar', 'ribet']",fello  jelas manfaat aplikasi ujung pakai kartu  benar ribet
mari rame rame kasih bintang sampe di benerin tuh tap in sama tap out nya.,1,1,1.5,2022-10-07 09:21:47,"Halo Kak andrie rhamdani, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-08 15:05:23,"['mari', 'rame', 'rame', 'kasih', 'bintang', 'sampe', 'di', 'benerin', 'tuh', 'tap', 'in', 'sama', 'tap', 'out', 'nya', '.']","['mari', 'rame', 'rame', 'kasih', 'bintang', 'benerin', 'tuh', 'tap', 'tap', 'out']","['mari', 'rame', 'rame', 'kasih', 'bintang', 'benerin', 'tuh', 'tap', 'tap', 'out']",mari rame rame kasih bintang benerin tuh tap tap out
coba dahulu,2,0,,2022-10-06 15:22:49,"Halo kak Arsim Arsyad terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-14 13:28:52,"['coba', 'dahulu']",['coba'],['coba'],coba
maling transparan,1,0,1.5,2022-10-06 13:49:08,"Halo kak Muhamad Rafli terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-14 13:29:44,"['maling', 'transparan']","['maling', 'transparan']","['maling', 'transparan']",maling transparan
semoga bisa terus berinovasi mengikuti perkembangan zaman. 🙏🥰💪,5,0,1.5,2022-10-05 13:20:06,,,"['semoga', 'bisa', 'terus', 'berinovasi', 'mengikuti', 'perkembangan', 'zaman', '.', '🙏🥰💪']","['semoga', 'berinovasi', 'mengikuti', 'perkembangan', 'zaman', '🙏🥰💪']","['moga', 'inovasi', 'ikut', 'kembang', 'zaman', '']",moga inovasi ikut kembang zaman 
"integrasi gajelas, makin hari makin ribet",1,0,1.5,2022-10-05 11:53:56,"Halo kak Windo Fuandi, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-15 15:53:02,"['integrasi', 'gajelas', ',', 'makin', 'hari', 'makin', 'ribet']","['integrasi', 'gajelas', 'ribet']","['integrasi', 'gajelas', 'ribet']",integrasi gajelas ribet
gak begitu berguna untuk mengecek rute yang ingin kita tuju,1,0,1.5,2022-10-04 08:54:08,"Halo kak Satya Adi, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-15 15:55:27,"['gak', 'begitu', 'berguna', 'untuk', 'mengecek', 'rute', 'yang', 'ingin', 'kita', 'tuju']","['berguna', 'mengecek', 'rute', 'tuju']","['guna', 'ecek', 'rute', 'tuju']",guna ecek rute tuju
"menurut aku alpikasinya sangat banyak banget kekurangannya, jika sebelum di operasikan di pastikan dulu semua stasiun dan halte sudah terkoneksi sama jak lingko, alhasil saya setiap transaksi lewat jak lingko selalu nggak bisa",1,21,1.5,2022-10-04 03:13:27,"Halo kak Muhammad Ilhan Manzis, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada : WhatsApp : 081260001440",2024-02-20 14:46:58,"['menurut', 'aku', 'alpikasinya', 'sangat', 'banyak', 'banget', 'kekurangannya', ',', 'jika', 'sebelum', 'di', 'operasikan', 'di', 'pastikan', 'dulu', 'semua', 'stasiun', 'dan', 'halte', 'sudah', 'terkoneksi', 'sama', 'jak', 'lingko', ',', 'alhasil', 'saya', 'setiap', 'transaksi', 'lewat', 'jak', 'lingko', 'selalu', 'nggak', 'bisa']","['alpikasinya', 'banget', 'kekurangannya', 'operasikan', 'pastikan', 'stasiun', 'halte', 'terkoneksi', 'jak', 'lingko', 'alhasil', 'transaksi', 'jak', 'lingko', 'nggak']","['alpikasinya', 'banget', 'kurang', 'operasi', 'pasti', 'stasiun', 'halte', 'koneksi', 'jak', 'lingko', 'alhasil', 'transaksi', 'jak', 'lingko', 'nggak']",alpikasinya banget kurang operasi pasti stasiun halte koneksi jak lingko alhasil transaksi jak lingko nggak
